"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES","DETECTION_GROUP"
2023,"SA","Unknown","40-64","speed_fines","Mobile camera",4161,0,0,"Camera"
2023,"SA","Unknown","40-64","speed_fines","Other",0,0,0,"Unknown"
2023,"SA","Unknown","40-64","speed_fines","Police issued",1428,4,6,"Police"
2023,"SA","Unknown","65 and over","speed_fines","Fixed camera",996,0,0,"Camera"
2023,"SA","Unknown","65 and over","speed_fines","Mobile camera",1310,0,0,"Camera"
2023,"SA","Unknown","65 and over","speed_fines","Other",0,0,0,"Unknown"
2023,"SA","Unknown","65 and over","speed_fines","Police issued",355,1,0,"Police"
2023,"SA","Unknown","Unknown","speed_fines","Fixed camera",184,0,0,"Camera"
2023,"SA","Unknown","Unknown","speed_fines","Mobile camera",204,0,0,"Camera"
2023,"SA","Unknown","Unknown","speed_fines","Other",0,0,0,"Unknown"
2023,"SA","Unknown","Unknown","speed_fines","Police issued",3,0,0,"Police"
2023,"TAS","Unknown","17-25","speed_fines","Fixed or mobile camera",577,0,0,"Camera"
2023,"TAS","Unknown","17-25","speed_fines","Police issued",447,0,6,"Police"
2023,"TAS","Unknown","26-39","speed_fines","Fixed or mobile camera",1568,0,0,"Camera"
2023,"TAS","Unknown","26-39","speed_fines","Police issued",736,0,21,"Police"
2023,"TAS","Unknown","40-64","speed_fines","Fixed or mobile camera",1903,0,0,"Camera"
2023,"TAS","Unknown","40-64","speed_fines","Police issued",834,0,7,"Police"
2023,"TAS","Unknown","65 and over","speed_fines","Fixed or mobile camera",623,0,0,"Camera"
2023,"TAS","Unknown","65 and over","speed_fines","Police issued",239,0,0,"Police"
2023,"TAS","Unknown","Unknown","speed_fines","Fixed or mobile camera",5,0,0,"Camera"
2023,"TAS","Unknown","Unknown","speed_fines","Police issued",1,0,0,"Police"
2023,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed camera",180,0,0,"Camera"
2023,"VIC","Inner Regional Australia","17-25","speed_fines","Mobile camera",2125,0,0,"Camera"
2023,"VIC","Inner Regional Australia","17-25","speed_fines","Police issued",820,0,0,"Police"
2023,"VIC","Inner Regional Australia","26-39","speed_fines","Fixed camera",708,0,0,"Camera"
2023,"VIC","Inner Regional Australia","26-39","speed_fines","Mobile camera",10144,0,0,"Camera"
2023,"VIC","Inner Regional Australia","26-39","speed_fines","Police issued",1524,0,0,"Police"
2023,"VIC","Inner Regional Australia","40-64","speed_fines","Fixed camera",1015,0,0,"Camera"
2023,"VIC","Inner Regional Australia","40-64","speed_fines","Mobile camera",16192,0,0,"Camera"
2023,"VIC","Inner Regional Australia","40-64","speed_fines","Police issued",1943,0,0,"Police"
2023,"VIC","Inner Regional Australia","65 and over","speed_fines","Fixed camera",303,0,0,"Camera"
2023,"VIC","Inner Regional Australia","65 and over","speed_fines","Mobile camera",5052,0,0,"Camera"
2023,"VIC","Inner Regional Australia","65 and over","speed_fines","Police issued",437,0,0,"Police"
2023,"VIC","Inner Regional Australia","Unknown","speed_fines","Fixed camera",725,0,0,"Camera"
2023,"VIC","Inner Regional Australia","Unknown","speed_fines","Mobile camera",7544,0,0,"Camera"
2023,"VIC","Unknown","Unknown","speed_fines","Police issued",1,0,0,"Police"
2023,"WA","Unknown","0-16","speed_fines","Mobile camera",1,0,0,"Camera"
2023,"WA","Unknown","17-25","speed_fines","Average speed camera",229,0,0,"Camera"
2023,"WA","Unknown","17-25","speed_fines","Fixed camera",1325,0,0,"Camera"
2023,"WA","Unknown","17-25","speed_fines","Mobile camera",3685,0,0,"Camera"
2023,"WA","Unknown","17-25","speed_fines","Police issued",916,0,0,"Police"
2023,"WA","Unknown","17-25","speed_fines","Red light camera",893,0,0,"Camera"
2023,"WA","Unknown","17-25","speed_fines","Unknown",0,0,30,"Unknown"
2023,"WA","Unknown","26-39","speed_fines","Average speed camera",471,0,0,"Camera"
2023,"WA","Unknown","26-39","speed_fines","Fixed camera",4272,0,0,"Camera"
2023,"WA","Unknown","26-39","speed_fines","Mobile camera",9352,0,0,"Camera"
2023,"WA","Unknown","26-39","speed_fines","Police issued",1913,0,0,"Police"
2023,"WA","Unknown","26-39","speed_fines","Red light camera",3494,0,0,"Camera"
2023,"WA","Unknown","26-39","speed_fines","Unknown",0,0,89,"Unknown"
2023,"WA","Unknown","40-64","speed_fines","Average speed camera",546,0,0,"Camera"
2023,"WA","Unknown","40-64","speed_fines","Fixed camera",6412,0,0,"Camera"
2023,"WA","Unknown","40-64","speed_fines","Mobile camera",13530,0,0,"Camera"
2023,"WA","Unknown","40-64","speed_fines","Police issued",2201,0,0,"Police"
2023,"WA","Unknown","40-64","speed_fines","Red light camera",7450,0,0,"Camera"
2023,"WA","Unknown","40-64","speed_fines","Unknown",0,0,60,"Unknown"
2023,"WA","Unknown","65 and over","speed_fines","Average speed camera",85,0,0,"Camera"
2023,"WA","Unknown","65 and over","speed_fines","Fixed camera",1618,0,0,"Camera"
2023,"WA","Unknown","65 and over","speed_fines","Mobile camera",3317,0,0,"Camera"
2023,"WA","Unknown","65 and over","speed_fines","Police issued",401,0,0,"Police"
2023,"WA","Unknown","65 and over","speed_fines","Red light camera",2027,0,0,"Camera"
2023,"WA","Unknown","65 and over","speed_fines","Unknown",0,0,8,"Unknown"
2023,"WA","Unknown","Unknown","speed_fines","Fixed camera",11,0,0,"Camera"
2023,"WA","Unknown","Unknown","speed_fines","Mobile camera",17,0,0,"Camera"
2023,"WA","Unknown","Unknown","speed_fines","Red light camera",12,0,0,"Camera"
2023,"QLD","Unknown","Unknown","speed_fines","Average speed camera",9790,0,0,"Camera"
2023,"QLD","Unknown","Unknown","speed_fines","Fixed camera",263939,0,0,"Camera"
2023,"QLD","Unknown","Unknown","speed_fines","Mobile camera",469785,0,0,"Camera"
2023,"QLD","Unknown","Unknown","speed_fines","Police issued",117112,0,0,"Police"
2023,"TAS","Unknown","0-16","speed_fines","Police issued",0,0,0,"Police"
2023,"VIC","Major Cities of Australia","0-16","speed_fines","Police issued",2,0,0,"Police"
2023,"WA","Unknown","Unknown","speed_fines","Average speed camera",3,0,0,"Camera"
2023,"ACT","Major Cities of Australia","0-16","speed_fines","Mobile camera",1,0,0,"Camera"
2023,"NT","Unknown","0-16","speed_fines","Red light camera",2,0,0,"Camera"
2023,"WA","Unknown","0-16","speed_fines","Unknown",0,0,4,"Unknown"
2023,"TAS","Unknown","0-16","speed_fines","Fixed or mobile camera",1,0,0,"Camera"
2023,"WA","Unknown","0-16","speed_fines","Fixed camera",2,0,0,"Camera"
2023,"WA","Unknown","0-16","speed_fines","Red light camera",1,0,0,"Camera"
2023,"WA","Unknown","Unknown","speed_fines","Police issued",2,0,0,"Police"
2023,"WA","Unknown","0-16","speed_fines","Police issued",2,0,0,"Police"
2023,"NT","Unknown","Unknown","speed_fines","Police issued",1,0,0,"Police"
